Internal ID,Name,Display Name,Description,Type,On Hand,Available,Preferred Location,NEW LOCATION,QTY2TRNSFR,LINE,EXTID
230,FLW-STEM-GR-LRG,FLW-STEM-GR-LRG,Build-a-Bouquet Flower Stems - Light Green - Large,Inventory Item,58130,58130,Pride Industries,153 Tigers Hayward,58130,164,pride2tigers
249,FLW-BASE-BR,FLW-BASE-BR,Build-a-Bouquet Flower Base - Dark Green,Inventory Item,125571,125571,Pride Industries,153 Tigers Hayward,125571,165,pride2tigers
3798,AKFC-1193,AKFC-1193,Flowers Coloring & Activity Kit ,Assembly/Bill of Materials,,,Pride Industries,153 Tigers Hayward,,166,pride2tigers
1569,Assy Buckets w/ Rope and,Assy Buckets w/ Rope and,Buckets w/ Rope and Tag (Pride)................,Inventory Item,,,Pride Industries,153 Tigers Hayward,,167,pride2tigers
1464,Assy CHP1 - KS,Assy CHP1 - KS,Character 4-Pack (CHP1) Assemby Cost (KS),Inventory Item,,,Pride Industries,153 Tigers Hayward,,168,pride2tigers
1551,Assy SLDA - Pride,Assy SLDA - Pride,Salad Set (SLDA) Assembly - Pride,Inventory Item,,,Pride Industries,153 Tigers Hayward,,169,pride2tigers
1567,Assy SWB1-1174 (Pride),Assy SWB1-1174 (Pride),Sand & Water Bucket 1 (Pride)............,Inventory Item,,,Pride Industries,153 Tigers Hayward,,170,pride2tigers
1568,Assy SWB2-1175 Pride,Assy SWB2-1175 Pride,Sand & Water Bucket 2  (Pride)............,Inventory Item,,,Pride Industries,153 Tigers Hayward,,171,pride2tigers
1570,Assy SWD1-1176 (Pride),Assy SWD1-1176 (Pride),Sand & Water Dump Truck 1 (Pride)..............,Inventory Item,,,Pride Industries,153 Tigers Hayward,,172,pride2tigers
1571,Assy SWD2-1177 (Pride),Assy SWD2-1177 (Pride),Sand & Water Dump Truck 2 (Pride)..............,Inventory Item,,,Pride Industries,153 Tigers Hayward,,173,pride2tigers
1572,Assy SWDR-1169 (Pride),Assy SWDR-1169 (Pride),Sand & Water Dumper  (Pride)..,Inventory Item,,,Pride Industries,153 Tigers Hayward,,174,pride2tigers
1573,Assy SWRB-1171 (Pride),Assy SWRB-1171 (Pride),Sand & Water Rescue Boat  (Pride)......,Inventory Item,,,Pride Industries,153 Tigers Hayward,,175,pride2tigers
1574,Assy SWSB-1172 (Pride),Assy SWSB-1172 (Pride),Sand & Water Sport Boats (Pride)........,Inventory Item,,,Pride Industries,153 Tigers Hayward,,176,pride2tigers
1575,Assy SWSC-1170 (Pride),Assy SWSC-1170 (Pride),Sand & Water Scooper  (Pride)....,Inventory Item,,,Pride Industries,153 Tigers Hayward,,177,pride2tigers
1576,Assy SWSE-1173 (Pride),Assy SWSE-1173 (Pride),Sand & Water Seaplane (Pride)..........,Inventory Item,,,Pride Industries,153 Tigers Hayward,,178,pride2tigers
3785,CAK-YW,CAK-YW,Cupcake Cake Yellow ,Inventory Item,,,Pride Industries,153 Tigers Hayward,,179,pride2tigers
3787,CCKIND-PVY,CCKIND-PVY,"Cupcake (Individual) - Pink Frosting, Vanilla Cake, Yellow Liner",Assembly/Bill of Materials,,,Pride Industries,153 Tigers Hayward,,180,pride2tigers
3789,CCKIND-VYP,CCKIND-VYP,"Cupcake (Individual) - Vanilla Frosting, Yellow Cake, Pink Liner",Assembly/Bill of Materials,,,Pride Industries,153 Tigers Hayward,,181,pride2tigers
3788,CCKIND-YPV,CCKIND-YPV,"Cupcake (Individual) - Yellow Frosting, Pink Cake, Vanilla Liner",Assembly/Bill of Materials,,,Pride Industries,153 Tigers Hayward,,182,pride2tigers
4228,PKGD4PKMCT,PKGD4PKMCT,"Dough 4PK, 6 Unit Master Carton; 200T - 23943122-06-6PK ",Inventory Item,,,Pride Industries,153 Tigers Hayward,,183,pride2tigers
4227,PKGD4PKRTL,PKGD4PKRTL,"Dough 4PK Retail Carton; 1C Flexo kraft, 23796747-02-Box  ",Inventory Item,,,Pride Industries,153 Tigers Hayward,,184,pride2tigers
4229,PKGD4PKSLV,PKGD4PKSLV,Dough 4PK Retail Sleeve; 4CP 16PT CHIP C1S #23796747-02-A ,Inventory Item,,,Pride Industries,153 Tigers Hayward,,185,pride2tigers
4223,PKGFMDSLV,PKGFMDSLV,Flower Maker Retail Sleeve; 4CP 16PT CHIP C1S #23165621-16 ,Inventory Item,,,Pride Industries,153 Tigers Hayward,,186,pride2tigers
4222,PKGMMDSLV,PKGMMDSLV,Meal Maker Retail Sleeve; 4CP 16PT CHIP C1S #23165621-16 ,Inventory Item,,,Pride Industries,153 Tigers Hayward,,187,pride2tigers
4224,PKGRMDSLV,PKGRMDSLV,Race Maker Retail Sleeve; 4CP 16PT CHIP C1S #23165621-16 ,Inventory Item,,,Pride Industries,153 Tigers Hayward,,188,pride2tigers
1851,SERVICES:Assembly:Assembly-CHP1 - KS,SERVICES:Assembly:Assembly-CHP1 - KS,,Inventory Item,,,Pride Industries,153 Tigers Hayward,,189,pride2tigers
1581,SPN01R-PK,SPN01R-PK,Pink Spoon,Inventory Item,,,Pride Industries,153 Tigers Hayward,,190,pride2tigers
1583,SUG01R-PK,SUG01R-PK,Pink Sugar Bowl Base,Inventory Item,,,Pride Industries,153 Tigers Hayward,,191,pride2tigers
4300,TEARTLINSB,TEARTLINSB,2017 Tea Retail (Blue) with Inserts,Inventory Item,,,Pride Industries,153 Tigers Hayward,,192,pride2tigers
4301,TEARTLINSP,TEARTLINSP,2017 Tea Retail (Purple) with Inserts ,Inventory Item,,,Pride Industries,153 Tigers Hayward,,193,pride2tigers
