Juma Ventures
Budget Income Statement for Custom Record
From Jan 2018 to Dec 2018

Options: Activity Only
Financial Row ,Account (Line): Internal ID ,Account (Line): Account Type ,Department: Name ,Location: Name ,Jan 2018 ,Feb 2018 ,Mar 2018 ,Apr 2018 ,May 2018 ,Jun 2018 ,Jul 2018 ,Aug 2018 ,Sep 2018 ,Oct 2018 ,Nov 2018 ,Dec 2018 ,Total 
,333,Expense,ENT,SC,$0.00,$0.00,$0.00,$0.00,"$1,400.00",$700.00,"$1,400.00","$3,500.00","$4,550.00","$4,200.00","$4,200.00","$3,150.00","$23,100.00"
,333,Expense,ENT,Safeco Field,$0.00,$0.00,$0.00,"$27,409.50","$27,409.50","$25,582.20","$14,618.40","$27,409.50","$25,582.20",$0.00,$0.00,$0.00,"$148,011.30"
,333,Expense,ENT,SunTrust Park,$0.00,$0.00,$0.00,"$19,792.50","$16,493.75","$21,441.88","$19,792.50","$26,390.00","$28,039.38","$1,649.38",$0.00,$0.00,"$133,599.39"
,333,Expense,ENT,Superdome,"$1,181.25",$393.75,$393.75,$0.00,$0.00,$0.00,$393.75,$787.50,$787.50,"$1,575.00","$1,181.25","$1,575.00","$8,268.75"
,333,Expense,ENT,Toyota Center,"$12,600.00","$7,200.00","$15,750.00","$6,750.00","$1,350.00","$1,350.00",$0.00,$0.00,$0.00,"$9,000.00","$15,750.00","$14,400.00","$84,150.00"
,333,Expense,ENT,UW,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,160.00","$9,240.00","$6,160.00",$0.00,"$21,560.00"
Total - 7310 - Youth enterprise wages,,,,,"$61,365.38","$45,583.25","$91,543.75","$165,119.55","$119,717.55","$143,651.23","$127,324.75","$171,650.35","$189,218.93","$96,097.88","$91,493.75","$83,418.25","$1,386,184.62"
7350 - Youth performance bonuses,,,,,,,,,,,,,,,,,
,512,Expense,ENT,CenturyLink Field,$0.00,$0.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$200.00
,512,Expense,ENT,Levi's Stadium,$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00
,512,Expense,ENT,Safeco Field,$0.00,$0.00,$0.00,$20.00,$20.00,$20.00,$20.00,$20.00,$0.00,$0.00,$0.00,$0.00,$100.00
Total - 7350 - Youth performance bonuses,,,,,$0.00,$0.00,$20.00,$240.00,$40.00,$40.00,$40.00,$40.00,$20.00,$20.00,$20.00,$20.00,$500.00
Total - 7300 - Youth,,,,,"$61,365.38","$45,583.25","$91,563.75","$165,359.55","$119,757.55","$143,691.23","$127,364.75","$171,690.35","$189,238.93","$96,117.88","$91,513.75","$83,438.25","$1,386,684.62"
7400 - Staff benefits,,,,,,,,,,,,,,,,,
,335,Expense,ENT,AA Center,"$1,050.00","$1,050.00","$1,050.00","$1,050.00","$1,575.00","$1,050.00","$1,050.00","$1,050.00","$1,050.00","$1,050.00","$1,575.00","$1,050.00","$13,650.00"
,335,Expense,ENT,AT&T Park,"$1,745.92","$1,745.92","$1,745.92","$1,745.92","$2,618.88","$1,745.92","$1,745.92","$1,745.92","$1,745.92","$1,745.92","$2,618.88","$1,745.92","$22,696.96"
,335,Expense,DEV,ATL,$698.81,$698.81,$698.81,$698.81,"$1,048.22",$698.81,$698.81,$698.81,$698.81,$698.81,"$1,048.22",$698.81,"$9,084.54"
,335,Expense,ENT,ATL,$239.61,$239.61,$239.61,$239.61,$359.41,$239.61,$239.61,$239.61,$239.61,$239.61,$359.41,$239.61,"$3,114.92"
,335,Expense,YouthConnect,ATL,"$1,336.29","$1,336.29","$1,336.29","$1,485.12","$2,227.67","$1,485.12","$1,485.12","$1,485.12","$1,485.12","$1,485.12","$2,227.67","$1,485.12","$18,860.05"
,335,Expense,ENT,Avaya Stadium,$209.96,$209.96,$209.96,$209.96,$314.94,$209.96,$209.96,$209.96,$209.96,$209.96,$314.94,$209.96,"$2,729.48"
,335,Expense,ENT,BBVA Compass Stadium,$321.90,$321.90,$321.90,$321.90,$482.85,$321.90,$321.90,$321.90,$321.90,$321.90,$482.85,$321.90,"$4,184.70"
,335,Expense,ENT,CenturyLink Field,$213.55,$213.55,$213.55,$213.55,$320.32,$213.55,$213.55,$213.55,$213.55,$213.55,$320.32,$213.55,"$2,776.14"
,335,Expense,ENT,Coliseum,"$1,324.06","$1,324.06","$1,324.06","$1,324.06","$1,986.09","$1,324.06","$1,324.06","$1,324.06","$1,324.06","$1,324.06","$1,986.09","$1,324.06","$17,212.78"
,335,Expense,ENT,DAL,$102.62,$102.62,$102.62,$102.62,$153.93,$102.62,$102.62,$102.62,$102.62,$102.62,$153.93,$102.62,"$1,334.06"
,335,Expense,YouthConnect,DAL,$243.16,$243.16,$243.16,$349.46,$524.19,$349.46,$349.46,$349.46,$349.46,$349.46,$524.19,$349.46,"$4,224.08"
,335,Expense,ENT,Golden 1 Center,$829.67,$829.67,$840.17,$829.67,"$1,244.50",$840.17,$829.67,$829.67,$840.17,$829.67,"$1,244.50",$840.17,"$10,827.70"
,335,Expense,DEV,HOU,$630.00,$630.00,$630.00,$630.00,$945.00,$630.00,$630.00,$630.00,$630.00,$630.00,$945.00,$630.00,"$8,190.00"
,335,Expense,ENT,HOU,$251.69,$251.69,$251.69,$251.69,$377.54,$251.69,$251.69,$251.69,$251.69,$251.69,$377.54,$251.69,"$3,271.98"
,335,Expense,YouthConnect,HOU,$558.16,$558.16,$558.16,$664.46,$996.69,$664.46,$664.46,$664.46,$664.46,$664.46,$996.69,$664.46,"$8,319.08"
,335,Expense,ADM,HQ,"$7,109.15","$7,109.15","$7,109.15","$7,534.38","$11,301.56","$7,534.38","$7,534.38","$7,534.38","$7,534.38","$7,534.38","$11,301.56","$7,534.38","$96,671.23"
,335,Expense,AST,HQ,$888.46,$888.46,$888.46,$888.46,"$1,332.69",$888.46,$888.46,$888.46,$888.46,$888.46,"$1,332.69",$888.46,"$11,549.98"
,335,Expense,COMMON,HQ,$0.00,$0.00,$52.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$52.50,$0.00,$0.00,$105.00
,335,Expense,DEV,HQ,"$8,704.83","$8,704.83","$8,725.83","$8,704.83","$13,057.24","$8,725.83","$8,704.83","$8,704.83","$8,725.83","$8,704.83","$13,057.24","$8,725.83","$113,246.78"
,335,Expense,LEV,HQ,"$1,275.96","$1,275.96","$1,275.96","$1,275.96","$1,913.94","$1,275.96","$1,275.96","$1,275.96","$1,275.96","$1,275.96","$1,913.94","$1,275.96","$16,587.48"
,335,Expense,MKT,HQ,"$2,163.36","$2,163.36","$2,163.36","$2,163.36","$3,245.03","$2,163.36","$2,163.36","$2,163.36","$2,163.36","$2,163.36","$3,245.03","$2,163.36","$28,123.66"
,335,Expense,Major Donor,HQ,$969.24,$969.24,$969.24,$969.24,"$1,453.86",$969.24,$969.24,$969.24,$969.24,$969.24,"$1,453.86",$969.24,"$12,600.12"
,335,Expense,REP,HQ,"$2,863.94","$2,863.94","$2,863.94","$3,076.55","$4,614.83","$3,076.55","$3,076.55","$3,076.55","$3,076.55","$3,076.55","$4,614.83","$3,076.55","$39,357.33"
,335,Expense,ENT,Levi's Stadium,$901.80,$901.80,$901.80,$901.80,"$1,352.70",$901.80,$901.80,$901.80,$901.80,$901.80,"$1,352.70",$901.80,"$11,723.40"
,335,Expense,ENT,MBenz Stadium,$396.19,$396.19,$396.19,$396.19,$594.29,$396.19,$396.19,$396.19,$396.19,$396.19,$594.29,$396.19,"$5,150.48"
,335,Expense,DEV,NOLA,$536.29,$536.29,$536.29,$536.29,$804.44,$536.29,$536.29,$536.29,$536.29,$536.29,$804.44,$536.29,"$6,971.78"
,335,Expense,ENT,NOLA,$263.70,$263.70,$263.70,$263.70,$395.55,$263.70,$263.70,$263.70,$263.70,$263.70,$395.55,$263.70,"$3,428.10"
,335,Expense,YouthConnect,NOLA,"$1,000.12","$1,000.12","$1,000.12","$1,085.16","$1,627.74","$1,085.16","$1,085.16","$1,085.16","$1,085.16","$1,085.16","$1,627.74","$1,085.16","$13,851.96"
,335,Expense,ENT,New Orleans Arena,$605.27,$605.27,$605.27,$605.27,$907.91,$605.27,$605.27,$605.27,$605.27,$605.27,$907.91,$605.27,"$7,868.52"
,335,Expense,Pathways,OAK,"$1,239.57","$1,239.57","$1,239.57","$1,303.35","$1,955.02","$1,303.35","$1,303.35","$1,828.35",$627.15,$627.15,$940.73,$627.15,"$14,234.31"
,335,Expense,YouthConnect,OAK,"$1,022.38","$1,022.38","$1,022.38","$1,128.68","$1,693.02","$1,128.68","$1,128.68","$1,128.68","$1,128.68","$1,128.68","$1,693.02","$1,128.68","$14,353.94"
,335,Expense,DEV,SAC,$630.00,$630.00,$630.00,$630.00,$945.00,$630.00,$630.00,$630.00,$630.00,$630.00,$945.00,$630.00,"$8,190.00"
,335,Expense,ENT,SAC,$432.68,$432.68,$432.68,$432.68,$649.02,$432.68,$432.68,$432.68,$432.68,$432.68,$649.02,$432.68,"$5,624.84"
,335,Expense,YouthConnect,SAC,"$1,123.54","$1,123.54","$1,123.54","$1,229.85","$1,844.77","$1,229.85","$1,229.85","$1,229.85","$1,229.85","$1,229.85","$1,844.77","$1,229.85","$15,669.11"
,335,Expense,DEV,SC,$0.00,$872.31,$872.31,$872.31,"$1,308.46",$872.31,$872.31,$872.31,$872.31,$872.31,"$1,308.46",$872.31,"$10,467.71"
,335,Expense,ENT,SC,$241.19,$386.58,$386.58,$386.58,$579.86,$386.58,$386.58,$386.58,$386.58,$386.58,$579.86,$386.58,"$4,880.13"
,335,Expense,Pathways,SC,$194.45,$339.84,$339.84,$446.14,$669.21,$446.14,$446.14,$446.14,$446.14,$446.14,$669.21,$446.14,"$5,335.53"
,335,Expense,YouthConnect,SC,$954.26,"$1,245.03","$1,245.03","$1,393.86","$2,090.79","$1,393.86","$1,393.86","$1,393.86","$1,393.86","$1,393.86","$2,090.79","$1,393.86","$17,382.92"
,335,Expense,DEV,SEA,"$1,564.60","$1,564.60","$1,564.60","$1,564.60","$2,346.90","$1,564.60","$1,564.60","$1,564.60","$1,564.60","$1,564.60","$2,346.90","$1,564.60","$20,339.80"
,335,Expense,ENT,SEA,$192.43,$192.43,$192.43,$192.43,$288.64,$192.43,$192.43,$192.43,$192.43,$192.43,$288.64,$192.43,"$2,501.58"
,335,Expense,Pathways,SEA,$881.27,$881.27,$881.27,$945.05,"$1,417.58",$945.05,$945.05,$945.05,$945.05,$945.05,"$1,417.58",$945.05,"$12,094.32"
,335,Expense,YouthConnect,SEA,"$1,907.31","$1,907.31","$1,907.31","$1,949.83","$2,924.75","$1,949.83","$1,949.83","$1,949.83","$1,949.83","$1,949.83","$2,924.75","$1,949.83","$25,220.24"
,335,Expense,EXEC,SF,$770.62,$770.62,$770.62,$983.23,"$1,474.85",$983.23,$983.23,$983.23,$983.23,$983.23,"$1,474.85",$983.23,"$12,144.17"
,335,Expense,Pathways,SF,"$3,202.82","$3,202.82","$3,202.82","$3,287.87","$4,931.80","$3,287.87","$3,287.87","$4,337.87","$1,893.67","$1,893.67","$2,840.51","$1,893.67","$37,263.26"
,335,Expense,YouthConnect,SF,$408.53,$408.53,"$1,216.22","$1,322.53","$1,983.79","$1,322.53","$1,322.53","$1,322.53","$1,322.53","$1,322.53","$1,983.79","$1,322.53","$15,258.57"
,335,Expense,ENT,Safeco Field,$948.05,$948.05,$948.05,$948.05,"$1,422.07",$948.05,$948.05,$948.05,$948.05,$948.05,"$1,422.07",$948.05,"$12,324.64"
,335,Expense,ENT,SunTrust Park,$757.97,$757.97,$757.97,$757.97,"$1,136.95",$757.97,$757.97,$757.97,$757.97,$757.97,"$1,136.95",$757.97,"$9,853.60"
,335,Expense,ENT,Superdome,$244.44,$244.44,$244.44,$244.44,$366.65,$244.44,$244.44,$244.44,$244.44,$244.44,$366.65,$244.44,"$3,177.70"
,335,Expense,ENT,Toyota Center,$676.35,$676.35,$676.35,$676.35,"$1,014.53",$676.35,$676.35,$676.35,$676.35,$676.35,"$1,014.53",$676.35,"$8,792.56"
Total - 7400 - Staff benefits,,,,,"$54,826.17","$56,280.03","$57,171.72","$59,213.82","$88,820.67","$59,245.32","$59,213.82","$60,788.82","$57,174.92","$57,195.92","$85,715.09","$57,174.92","$752,821.22"
7500 - Youth benefits,,,,,,,,,,,,,,,,,
,340,Expense,ENT,AA Center,"$4,798.08","$3,370.08","$4,398.24","$1,656.48",$342.72,$228.48,$571.20,$571.20,$971.04,"$4,055.52","$4,226.88","$4,341.12","$29,531.04"
,340,Expense,ENT,AT&T Park,$0.00,$0.00,$0.00,"$9,149.45","$4,371.77","$9,123.80","$7,718.44","$8,139.19","$8,139.19",$275.40,$91.80,$0.00,"$47,009.04"
,340,Expense,ENT,Avaya Stadium,$0.00,$595.00,$892.50,$892.50,$595.00,$892.50,$595.00,$595.00,$892.50,$0.00,$0.00,$0.00,"$5,950.00"
,340,Expense,ENT,BBVA Compass Stadium,$0.00,$0.00,"$1,300.50",$918.00,$918.00,$535.50,"$1,300.50",$612.00,$918.00,$306.00,$0.00,$0.00,"$6,808.50"
,340,Expense,ENT,CenturyLink Field,$0.00,$0.00,$729.30,"$1,455.20",$729.30,$729.30,"$1,455.20","$1,636.68","$1,273.73","$1,273.73",$547.83,$547.83,"$10,378.10"
,340,Expense,ENT,Coliseum,$0.00,$0.00,$918.00,"$1,836.00","$1,836.00","$2,295.00","$1,836.00","$2,817.75","$3,308.63",$490.88,$981.75,$981.75,"$17,301.76"
,340,Expense,ENT,Golden 1 Center,"$1,635.32","$2,011.19","$3,287.46",$434.78,$179.52,$224.40,$314.16,$224.40,$734.91,"$1,590.44","$2,011.19","$1,800.81","$14,448.58"
,340,Expense,ENT,HOU,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$133.88,$401.63,$267.75,$267.75,"$1,071.01"
,340,Expense,ENT,Levi's Stadium,$0.00,$0.00,$0.00,$34.00,$652.12,$652.12,$652.12,"$2,033.37","$2,839.51","$2,187.39","$1,458.26","$1,458.26","$11,967.15"
,340,Expense,ENT,MBenz Stadium,"$1,173.96",$0.00,$813.45,$610.09,$813.45,$610.09,$406.73,"$1,904.21","$1,053.79",$850.43,$850.43,"$1,053.79","$10,140.42"
,340,Expense,ENT,NOLA,$0.00,$0.00,$0.00,"$1,205.64","$1,607.52",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,813.16"
,340,Expense,ENT,New Orleans Arena,$481.95,$481.95,$481.95,$481.95,$53.55,$53.55,$53.55,$53.55,$53.55,$321.30,$481.95,$481.95,"$3,480.75"
,340,Expense,ENT,SAC,$0.00,$0.00,$0.00,$261.80,$325.38,$736.78,$590.92,$721.82,$781.66,$224.40,$0.00,$0.00,"$3,642.76"
,340,Expense,ENT,SC,$0.00,$0.00,$0.00,$0.00,$238.00,$119.00,$238.00,$595.00,$773.50,$714.00,$714.00,$535.50,"$3,927.00"
,340,Expense,ENT,Safeco Field,$0.00,$0.00,$0.00,"$4,663.02","$4,663.02","$4,352.37","$2,488.53","$4,663.02","$4,348.97",$0.00,$0.00,$0.00,"$25,178.93"
,340,Expense,ENT,SunTrust Park,$0.00,$0.00,$0.00,"$3,364.73","$2,803.94","$3,645.12","$3,364.73","$4,486.30","$4,766.69",$280.39,$0.00,$0.00,"$22,711.90"
,340,Expense,ENT,Superdome,$200.81,$66.94,$66.94,$0.00,$0.00,$0.00,$66.94,$133.88,$133.88,$267.75,$200.81,$267.75,"$1,405.70"
,340,Expense,ENT,Toyota Center,"$2,142.00","$1,224.00","$2,677.50","$1,147.50",$229.50,$229.50,$0.00,$0.00,$0.00,"$1,530.00","$2,677.50","$2,448.00","$14,305.50"
,340,Expense,ENT,UW,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,047.20","$1,570.80","$1,047.20",$0.00,"$3,665.20"
Total - 7500 - Youth benefits,,,,,"$10,432.12","$7,749.16","$15,565.84","$28,111.14","$20,358.79","$24,427.51","$21,652.02","$29,187.37","$32,170.63","$16,340.06","$15,557.35","$14,184.51","$235,736.50"
Total - 7000 - Salaries & related expenses,,,,,"$387,700.57","$377,612.42","$436,547.44","$534,655.10","$651,892.85","$509,484.65","$490,201.18","$551,137.13","$550,846.04","$442,015.42","$600,953.47","$427,059.24","$5,960,105.51"
7600 - Appreciation,,,,,,,,,,,,,,,,,
7660 - Volunteer appreciation,,,,,,,,,,,,,,,,,
,347,Expense,DEV,HOU,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,$900.00
,347,Expense,DEV,HQ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00,$0.00,$200.00
,347,Expense,Major Donor,HQ,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$0.00,$0.00,$300.00,$0.00,$0.00,$150.00,$750.00
,347,Expense,DEV,NOLA,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,347,Expense,DEV,SAC,$0.00,$100.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,$0.00,$0.00,$100.00,$0.00,$400.00
,347,Expense,DEV,SEA,$25.00,$25.00,$25.00,$200.00,$100.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$25.00,$550.00
Total - 7660 - Volunteer appreciation,,,,,$150.00,$250.00,$150.00,$325.00,$325.00,$450.00,$150.00,$250.00,$450.00,$150.00,$450.00,$300.00,"$3,400.00"
7670 - Youth appreciation,,,,,,,,,,,,,,,,,
,348,Expense,YouthConnect,ATL,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,348,Expense,YouthConnect,DAL,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,348,Expense,YouthConnect,HOU,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,348,Expense,YouthConnect,NOLA,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,348,Expense,YouthConnect,OAK,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,348,Expense,YouthConnect,SAC,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,348,Expense,YouthConnect,SC,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,348,Expense,Pathways,SEA,$50.00,$50.00,$100.00,$100.00,$100.00,$300.00,$100.00,$100.00,$100.00,$100.00,$100.00,$300.00,"$1,500.00"
,348,Expense,YouthConnect,SEA,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
,348,Expense,YouthConnect,SF,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$600.00
Total - 7670 - Youth appreciation,,,,,$500.00,$500.00,$550.00,$550.00,$550.00,$750.00,$550.00,$550.00,$550.00,$550.00,$550.00,$750.00,"$6,900.00"
Total - 7600 - Appreciation,,,,,$650.00,$750.00,$700.00,$875.00,$875.00,"$1,200.00",$700.00,$800.00,"$1,000.00",$700.00,"$1,000.00","$1,050.00","$10,300.00"
7700 - Contract service expenses,,,,,,,,,,,,,,,,,
7710 - Fundraising fees,349,Expense,DEV,HQ,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,"$2,400.00"
7725 - Audit fees,351,Expense,ADM,HQ,$0.00,$0.00,$0.00,"$29,000.00",$0.00,$0.00,$0.00,"$3,400.00",$0.00,$0.00,$0.00,$0.00,"$32,400.00"
7735 - Payroll Services fees,,,,,,,,,,,,,,,,,
,353,Expense,ENT,AA Center,$664.48,$496.48,$617.44,$294.88,$190.32,$126.88,$167.20,$167.20,$214.24,$577.12,$647.28,$610.72,"$4,774.24"
,353,Expense,ENT,AT&T Park,$166.28,$166.28,$166.28,"$1,242.68",$763.74,"$1,239.67","$1,074.33","$1,123.83","$1,123.83",$198.68,$260.22,$166.28,"$7,692.10"
,353,Expense,DEV,ATL,$66.55,$66.55,$66.55,$66.55,$99.83,$66.55,$66.55,$66.55,$66.55,$66.55,$99.83,$66.55,$865.16
,353,Expense,ENT,ATL,$22.82,$22.82,$22.82,$22.82,$34.23,$22.82,$22.82,$22.82,$22.82,$22.82,$34.23,$22.82,$296.66
,353,Expense,YouthConnect,ATL,$127.27,$127.27,$127.27,$141.44,$212.16,$141.44,$141.44,$141.44,$141.44,$141.44,$212.16,$141.44,"$1,796.21"
,353,Expense,ENT,Avaya Stadium,$20.00,$90.00,$125.00,$125.00,$99.99,$125.00,$90.00,$90.00,$125.00,$20.00,$29.99,$20.00,$959.98
,353,Expense,ENT,BBVA Compass Stadium,$30.66,$30.66,$183.66,$138.66,$153.99,$93.66,$183.66,$102.66,$138.66,$66.66,$45.99,$30.66,"$1,199.58"
,353,Expense,ENT,CenturyLink Field,$20.34,$20.34,$105.74,$191.14,$115.91,$105.74,$191.14,$212.49,$169.79,$169.79,$94.56,$84.39,"$1,481.37"
,353,Expense,ENT,Coliseum,$126.10,$126.10,$234.10,$342.10,$405.15,$396.10,$342.10,$457.60,$515.35,$183.85,$304.65,$241.60,"$3,674.80"
,353,Expense,ENT,DAL,$9.77,$9.77,$9.77,$9.77,$14.66,$9.77,$9.77,$9.77,$9.77,$9.77,$14.66,$9.77,$127.02
,353,Expense,YouthConnect,DAL,$23.16,$23.16,$23.16,$33.28,$49.92,$33.28,$33.28,$33.28,$33.28,$33.28,$49.92,$33.28,$402.28
,353,Expense,ENT,Golden 1 Center,$271.41,$315.63,$465.78,$130.17,$139.64,$105.42,$115.98,$105.42,$165.48,$266.13,$355.13,$290.88,"$2,727.07"
,353,Expense,DEV,HOU,$60.00,$60.00,$60.00,$60.00,$90.00,$60.00,$60.00,$60.00,$60.00,$60.00,$90.00,$60.00,$780.00
,353,Expense,ENT,HOU,$23.97,$23.97,$23.97,$23.97,$35.96,$23.97,$23.97,$23.97,$39.72,$71.22,$67.46,$55.47,$437.62
,353,Expense,YouthConnect,HOU,$53.16,$53.16,$53.16,$63.28,$94.92,$63.28,$63.28,$63.28,$63.28,$63.28,$94.92,$63.28,$792.28
,353,Expense,ADM,HQ,$677.06,$677.06,$677.06,$717.56,"$1,076.34",$717.56,$717.56,$717.56,$717.56,$717.56,"$1,076.34",$717.56,"$9,206.78"
,353,Expense,AST,HQ,$84.62,$84.62,$84.62,$84.62,$126.92,$84.62,$84.62,$84.62,$84.62,$84.62,$126.92,$84.62,"$1,100.04"
,353,Expense,COMMON,HQ,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
,353,Expense,DEV,HQ,$829.03,$829.03,$829.03,$829.03,"$1,243.55",$829.03,$829.03,$829.03,$829.03,$829.03,"$1,243.55",$829.03,"$10,777.40"
,353,Expense,LEV,HQ,$121.52,$121.52,$121.52,$121.52,$182.28,$121.52,$121.52,$121.52,$121.52,$121.52,$182.28,$121.52,"$1,579.76"
,353,Expense,MKT,HQ,$206.03,$206.03,$206.03,$206.03,$309.05,$206.03,$206.03,$206.03,$206.03,$206.03,$309.05,$206.03,"$2,678.40"
,353,Expense,Major Donor,HQ,$92.31,$92.31,$92.31,$92.31,$138.46,$92.31,$92.31,$92.31,$92.31,$92.31,$138.46,$92.31,"$1,200.02"
,353,Expense,REP,HQ,$272.76,$272.76,$272.76,$293.00,$439.51,$293.00,$293.00,$293.00,$293.00,$293.00,$439.51,$293.00,"$3,748.30"
,353,Expense,ENT,Levi's Stadium,$85.89,$85.89,$85.89,$85.89,$205.55,$162.61,$162.61,$325.11,$419.95,$343.23,$300.39,$257.45,"$2,520.46"
,353,Expense,ENT,MBenz Stadium,$175.85,$37.73,$133.43,$109.51,$152.30,$109.51,$85.58,$261.76,$161.71,$137.78,$156.65,$161.71,"$1,683.52"
,353,Expense,DEV,NOLA,$51.08,$51.08,$51.08,$51.08,$76.61,$51.08,$51.08,$51.08,$51.08,$51.08,$76.61,$51.08,$664.02
,353,Expense,ENT,NOLA,$25.11,$25.11,$25.11,$166.95,$226.79,$25.11,$25.11,$25.11,$25.11,$25.11,$37.67,$25.11,$657.40
,353,Expense,YouthConnect,NOLA,$95.25,$95.25,$95.25,$103.35,$155.02,$103.35,$103.35,$103.35,$103.35,$103.35,$155.02,$103.35,"$1,319.24"
,353,Expense,ENT,New Orleans Arena,$114.34,$114.34,$114.34,$114.34,$92.77,$63.94,$63.94,$63.94,$63.94,$95.44,$143.17,$114.34,"$1,158.84"
,353,Expense,Pathways,OAK,$118.05,$118.05,$118.05,$124.13,$186.19,$124.13,$124.13,$124.13,$59.73,$59.73,$89.59,$59.73,"$1,305.64"
,353,Expense,YouthConnect,OAK,$97.37,$97.37,$97.37,$107.49,$161.24,$107.49,$107.49,$107.49,$107.49,$107.49,$161.24,$107.49,"$1,367.02"
,353,Expense,DEV,SAC,$60.00,$60.00,$60.00,$60.00,$90.00,$60.00,$60.00,$60.00,$60.00,$60.00,$90.00,$60.00,$780.00
,353,Expense,ENT,SAC,$41.21,$41.21,$41.21,$72.01,$100.09,$127.89,$110.73,$126.13,$133.17,$67.61,$61.81,$41.21,$964.28
,353,Expense,YouthConnect,SAC,$107.00,$107.00,$107.00,$117.13,$175.69,$117.13,$117.13,$117.13,$117.13,$117.13,$175.69,$117.13,"$1,492.29"
,353,Expense,DEV,SC,$0.00,$83.08,$83.08,$83.08,$124.62,$83.08,$83.08,$83.08,$83.08,$83.08,$124.62,$83.08,$996.96
,353,Expense,ENT,SC,$22.97,$36.82,$36.82,$36.82,$83.23,$50.82,$64.82,$106.82,$127.82,$120.82,$139.23,$99.82,$926.81
,353,Expense,Pathways,SC,$18.52,$32.37,$32.37,$42.49,$63.73,$42.49,$42.49,$42.49,$42.49,$42.49,$63.73,$42.49,$508.15
,353,Expense,YouthConnect,SC,$90.88,$118.57,$118.57,$132.75,$199.12,$132.75,$132.75,$132.75,$132.75,$132.75,$199.12,$132.75,"$1,655.51"
,353,Expense,DEV,SEA,$149.01,$149.01,$149.01,$149.01,$223.51,$149.01,$149.01,$149.01,$149.01,$149.01,$223.51,$149.01,"$1,937.12"
,353,Expense,ENT,SEA,$18.33,$18.33,$18.33,$18.33,$27.49,$18.33,$18.33,$18.33,$18.33,$18.33,$27.49,$18.33,$238.28
,353,Expense,Pathways,SEA,$83.93,$83.93,$83.93,$90.01,$135.01,$90.01,$90.01,$90.01,$90.01,$90.01,$135.01,$90.01,"$1,151.88"
,353,Expense,YouthConnect,SEA,$181.65,$181.65,$181.65,$185.70,$278.55,$185.70,$185.70,$185.70,$185.70,$185.70,$278.55,$185.70,"$2,401.95"
,353,Expense,EXEC,SF,$73.39,$73.39,$73.39,$93.64,$140.46,$93.64,$93.64,$93.64,$93.64,$93.64,$140.46,$93.64,"$1,156.57"
,353,Expense,Pathways,SF,$305.03,$305.03,$305.03,$313.13,$469.70,$313.13,$313.13,$313.13,$180.35,$180.35,$270.52,$180.35,"$3,448.88"
